"ID","SMILES","HOMO","LUMO","LUMO+1","f(S1)","f(S2)","E(S1)","E(T1)","dS1T1","EHOMO","ELUMO","ΔELL+1","fmax","ΔES1T1","consensus Log Po/w","λ"
"GUMWAO","Nc1nc(N=Nc2ccccc2)c(C#N)c(c2ccc(Cl)cc2)c1C#N",-7.96667719999999,-2.34698196,-1.05825076,0.0001,0.591,2.1550000128924,1.7945005022498,0.360499510642599,"","","","","","",""
"GUNFOM","CCC1=C(C)C2=CC3=CC=C(Cl)N3[B-](F)(F)[N+]2=C1C",-6.88584099,-2.15214844,1.70071157,0.6342,0.1133,3.0495000182438,1.78960843944407,1.25989157879972,"","","","","","",""
"GUNFUS","COc1ccc(cc1)C1=C2C=CC(=[N+]2[B-](F)(F)N2C(=CC=C12)Cl)Cl",-7.2199968,-2.52875401,-0.04244976,0.504,0.3019,3.01680001804817,1.84097645945914,1.17582355858902,"","","","","","",""
"GUNGED","CCCC1=C2C=CC(=[N+]2[B-](F)(F)N2C(=CC=C12)Cl)Cl",-7.251562,-2.48984173,1.40655649,0.5406,0.0419,3.05560001828029,1.8645817917719,1.19101822650838,"","","","","","",""
"GUNGON","CN1C(=O)C2(C3CCC(C(=CC=Cc4ccc(cc4)N(=O)=O)C3=O)C2(C#N)C#N)c2ccccc12",-7.91307077,-2.20493853,-0.86885952,0.0022,0.3496,3.32560001989558,2.57835546959789,0.747244550297689,"","","","","","",""
"GUNJIK","CCN1N=CC2=C1C(C=CC2=C(C#N)c1ccc(Cl)cc1)=NO",-7.42571487,-2.58480947,-0.23238523,0.6886,0.0203,3.24680001942416,1.76900343445736,1.47779658496679,"","","","","","",""
"GUNJOQ","COc1ccc(cc1)C(C#N)=C1C=CC(=NOS(=O)(=O)c2ccc(C)cc2)C2=C1C=NN2C",-7.45265414,-2.33473684,-0.55157477,0.7255,0.0221,3.43610002055665,2.01954056140971,1.41655945914693,"","","","","","",""
"GUQHEF","O=C1C=C(C(=O)C=C1n1cccn1)n1cccn1",-8.26164862,-2.91433934,-0.47592712,0.0,0.0,2.92710001751153,2.57009850133636,0.357001516175169,"","","","","","",""
"GUQZUN","CCOC(=O)C1CCN(CC1)C1=C(Cl)C(=O)c2ccccc2C1=O",-7.47796073,-2.218,-0.37660557,0.0716,0.0092,2.94340001760905,2.10608501099669,0.837315006612349,"","","","","","",""
"GUSCEE","C[Si](C)(C)C1=C(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C(=C(B1c1ccccc1)[Si](C)(C)C)c1c(F)c(F)c(F)c(F)c1F",-8.04613445,-2.7445403,-2.0550038,0.0113,0.0151,2.56400001533927,1.76839199464212,0.795608020697149,"","","","","","",""
"GUSKEL","c1nc2ccc3c4ccc5ncnc6ccc(c7ccc(n1)c2c37)c4c56",-7.33455673,-2.63950435,-1.08763906,0.7246,0.033,3.28900001967662,2.15535829858707,1.13364172108955,"","","","","","",""
"GUSPAN","Oc1ccc2N=C3C(=C(Br)C(=O)c4ccccc34)Oc2c1CN(Cc1ccccn1)Cc1ccccn1",-7.02788442,-2.12548129,-0.32136646,0.4982,0.0001,3.1069000185872,1.99268809454476,1.11421192404244,"","","","","","",""
"GUSWIA","CC1OCc2cnc(C)c(OC(=O)c3ccc(cc3)N(=O)=O)c2CO1",-8.55743637,-2.14262446,-0.44218501,0.0007,0.0001,3.7424000223891,3.97818558055639,-0.23578555816729,"","","","","","",""
"GUVCAB","Brc1ccc(cc1)C(=O)ON1C(=O)C(=NC(=Cc2ccccc2)C1=O)Cc1ccccc1",-7.91116598,-2.20466642,-0.93743221,0.0015,0.6721,3.44680002062066,2.56512121247681,0.881678808143859,"","","","","","",""
"GUVHOV","CC1=C(SN=N1)C1=NN2C(=NN=C2C2=C(C)N=NS2)S1",-8.33375879,-2.46780051,-1.15593964,0.0018,0.0026,3.47690002080074,3.72924004751911,-0.252340026718369,"","","","","","",""
"GUXNAP","CC1(C)OCC(O1)C(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C#CCOCc1ccccc1",-8.19579706,-2.23813642,-2.01500306,0.0002,0.0038,3.77550002258713,3.4729335627102,0.30256645987693,"","","","","","",""
"GUZJAO","COC(=O)C1=Cc2c(C#Cc3ccc(cc3)N(=O)=O)c(OC)c(OC)c(C#Cc3ccc(cc3)N(=O)=O)c2N1C",-7.15822695,-2.30426009,-1.78098515,1.4581,0.0006,3.28340001964312,2.59579796740493,0.68760205223819,"","","","","","",""
"GUZYUX","CC(C)(C)c1ccc(C=CC2=NC(=C(N=C(C2)C=Cc2ccc(cc2)C(C)(C)C)C#N)C#N)cc1",-7.55306415,-2.19296552,-1.47186382,0.5388,0.111999999999999,3.39620002031795,2.68219084957758,0.71400917074037,"","","","","","",""
"HACFAU","CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)c1c(cccc1C(C)C)C(C)C",-8.04450176,-2.81066396,-0.8860027,0.4667,0.0003,3.82620002289045,2.74551010990862,1.08068991298183,"","","","","","",""
"HACGUN01","CC(C)C1=C(O)C(=O)C2=C(CCC3C(C)(C)CCCC23C)C1=O",-8.41403237,-2.1611282,0.84736253,0.0002,0.0001,2.81800001685884,2.74131302587462,0.0766869909842111,"","","","","","",""
"HACNEH","CC12CCC(OC(=O)c3cc(cc(c3)N(=O)=O)N(=O)=O)C(CCC1=O)C2=O",-8.94791975,-2.44848043,-2.25800073,0.0,0.0001,3.64940002183272,3.38953991940113,0.259860102431599,"","","","","","",""
"HACNOQ","CC1CC(OC1=O)C1CCC2C(CCC(=O)N12)OS(=O)(=O)c1ccc(cc1)N(=O)=O",-8.78628412,-2.27432756,-0.84382505,0.001,0.0001,3.84160002298258,4.55876932465575,-0.71716930167317,"","","","","","",""
"HACNUW","O=C(OCC1CC2CC(N1O2)c1ccccc1)c1cc(cc(c1)N(=O)=O)N(=O)=O",-8.33702415,-2.30371586,-2.12085535,0.0003,0.0001,3.79400002269781,4.2872233757763,-0.49322335307849,"","","","","","",""
"HACPEG","COc1ccc(cc1)C(C)CCC(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C(C)C",-7.51115862,-2.28575634,-2.04030965,0.0003,0.0018,3.78010002261465,4.30936364710037,-0.529263624485719,"","","","","","",""
"HADCAT","Cc1c(cc(cc1N(=O)=O)N(=O)=O)N=Nc1cc(cc(c1C)N(=O)=O)N(=O)=O",-9.48153501,-3.08468261,-2.29555244,0.0,0.0091,2.31790001386696,1.94227900371995,0.375621010147,"","","","","","",""
"HAFVIV01","CCCCN1C(=O)C2=C(C=C(S2)C2=CC=C(S2)C2=CC=C(S2)C2=CC3=C(S2)C(=O)N(CCCC)C3=O)C1=O",-7.05046987,-2.37283278,-1.89554508,1.4952,0.0,2.99270001790399,2.38657044410621,0.60612957379778,"","","","","","",""
"HAGGIG","CC1=CN2C(=NC3=C2C(=O)C(=O)c2cccnc32)C=C1",-7.69891717,-2.22915666,-0.96926954,0.0,0.0308,2.55860001530696,2.59745723603664,-0.03885722072968,"","","","","","",""
"HAGKUV","Brc1ccc(cc1)C(=O)C=C1SC(=C(S1)C=O)C=O",-7.54843821,-2.32113114,-1.51893951,0.0804,0.0071,3.27780001960962,2.36782207191866,0.90997794769096,"","","","","","",""
"HAGMIM","O=C1CCCCCC1C1CCCC1OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-8.79526388,-2.24493927,-2.02806453,0.0006,0.0008,3.78030002261585,3.53051720730418,0.249782815311669,"","","","","","",""
"HAGNAE","FC(F)(F)c1ccc(cc1)C1=NSN=C(N=S=N1)c1ccc(cc1)C(F)(F)F",-7.88885264,-2.48467157,-1.29308502,0.0,0.0952,3.56330002131764,2.39544788636626,1.16785213495138,"","","","","","",""
"HAGNAF","Cc1ccc(SC2OC(COC(=O)c3ccc(cc3)N(=O)=O)C3OC23)cc1",-7.76721775,-2.13963121,-0.39320451,0.0002,0.0001,3.77450002258115,3.94673275692354,-0.17223273434239,"","","","","","",""
"HAGVUJ","CCSC1=C2C=CC=[N+]2[B-](F)(F)N2C=CC=C12",-7.38680259,-2.23459894,1.39322291,0.4327,0.1469,3.27330001958269,2.19253258803791,1.08076743154478,"","","","","","",""
"HAGWAQ","CCCSC1=C2C=CC=[N+]2[B-](F)(F)N2C=CC=C12",-7.36312868,-2.26072187,1.35866446,0.4341,0.0938,3.24110001939006,2.16397396731946,1.07712605207059,"","","","","","",""
"HAGWEU","Cc1cccc(C)c1SC1=C2C=CC=[N+]2[B-](F)(F)N2C=CC=C12",-7.40312942,-2.42099693,-0.18394896,0.4051,0.1574,3.16500001893477,2.00101015241918,1.16398986651559,"","","","","","",""
"HAHGIJ","CN(C)c1ccc(cc1)N=C1C(=C(F)C(=O)c2c(F)c(F)c(F)c(F)c12)F",-6.60474738,-2.61066028,-0.57715348,0.3818,0.001,2.19650001314068,1.48900916683856,0.707490846302119,"","","","","","",""
"HAHMOU","CCCCOC1=NC(C=C1)=C(C1=CC=C(N1)C(C#N)=C1OC(=O)C(=C1Cl)Cl)c1c(Cl)cccc1Cl",-6.75631479,-2.66508305,-1.41199877,0.999,0.1905,2.6881000160817,1.6357988065897,1.052301209492,"","","","","","",""
"HAHMUA","COC1=NC(C=C1)=C(C1=CC=C(N1)C(C#N)=C1OC(=O)C(=C1Cl)Cl)c1c(F)c(F)c(F)c(F)c1F",-7.07822548,-2.91923739,-1.72765084,0.5645,0.2113,2.66040001591599,1.67729616879446,0.98310384712153,"","","","","","",""
"HAHRIU","NC1=C(C=CC2=[N+]([O-])C3(CCCCC3)N=C12)N(=O)=O",-7.04802084,-2.22752398,-0.88110465,0.0792,0.0006,2.92820001751812,1.17280326694141,1.75539675057671,"","","","","","",""
"HAHRUG","Oc1cccc2C(=O)C(=C(Cl)C(=O)c12)N=C1C=CC(=O)C=C1",-8.41675351,-2.65093313,-2.38371733,0.0015,0.0005,2.7511000164586,2.66452086457812,0.0865791518804894,"","","","","","",""
"HAHSAN","ClC1=C(N=C2C=CC(=O)C=C2)C(=O)c2ccccc2C1=O",-8.35988172,-2.8231812,-2.38943172,0.0018,0.0523,2.73920001638741,2.36002138416227,0.37917863222513,"","","","","","",""
"HAHXAR","O1N=C(c2ccccn2)C23C4=C5C6=C7C8=C9C%10=C%11C%12=C%13C%14=C%10C8=C8C%10=C%14C%14=C%15C%16=C%17C(=C%13%14)C%13=C%12C%12=C%14C%18=C%13C%17=C%13C%17=C%16C%16=C%19C%20=C(C%10=C%15%16)C8=C7C5=C%20C12C%19=C%17C1=C3C2=C(C%14=C3C(=C%11%12)C9=C6C3=C42)C%18=C%131",-7.2692494,-2.95461219,-2.86263771,0.0015,0.0,2.4417000146076,2.57981073446779,-0.1381107198602,"","","","","","",""
"HAKPAL","O=C1c2ccc(cc2C(=O)c2cc(ccc12)C#Cc1ccccc1)C#Cc1ccccc1",-7.58109187,-2.30344374,-1.16219826,0.0005,0.0003,3.12520001869668,3.28481663192514,-0.159616613228459,"","","","","","",""
"HAKXIC","CCN(CC)c1ccc2C=C(Oc2c1)C=CC1=CC(CC(C)(C)C1)=CC=CC1=C(C#N)C(OC1(C)C)=C(C#N)C#N",-6.22487644,-2.80222843,-1.17253858,2.235,0.6429,2.33630001397704,1.64632770780375,0.68997230617329,"","","","","","",""
"HAKYAV","COc1ccc(cc1)C1=NN(C=C1SC1CCCCC1)c1ccc(cc1N(=O)=O)N(=O)=O",-7.30925014,-2.23160569,-1.30859551,0.3916,0.0245,3.70190002214681,3.46628854247487,0.23561147967195,"","","","","","",""
"HALLIP","Cc1cc(C)c2nc3c(F)c(c(F)c(F)c3nc2c1)C(F)(F)F",-7.95415996,-2.49610035,-0.82532131,0.0034,0.0623,3.39740002032512,2.47459519303245,0.92280482729268,"","","","","","",""
"HAMLEO","N#CC(C#N)=C1c2cccnc2c2ncccc12",-8.62301581,-2.94454398,-1.30696282,0.0035,0.0003,3.31100001980824,2.98076401686961,0.33023600293863,"","","","","","",""
"HANTAT","CC(C)(C)OC(=O)CN1N=C2C(=N1)C(=C1[N-][S+]=NC1=C2C1=CC=CS1)C1=CC=CS1",-6.08691472,-2.40793546,-0.05279009,0.3992,0.0006,2.17930001303777,1.04806581528294,1.13123419775484,"","","","","","",""
"HAPKAM","CC1=CSC(=C1)C1=CC2=C(C=C(C3=CC(=CS3)C)C3=NSN=C23)C2=NSN=C12",-6.72910341,-2.21827211,-1.08954386,0.6566,0.0,2.88420001725488,2.17257249286258,0.711627524392299,"","","","","","",""
"HAQXIJ","CCOC1=NC(=CC(C#N)=C(C#N)C#N)C(=C(C)C1(O)c1ccccc1)c1ccc(OC)cc1",-7.65456261,-2.6365111,-0.27401865,0.8447,0.0572,3.41880002045316,2.00160798654349,1.41719203390967,"","","","","","",""
"HARCEK","CC(C)[Si](C#CC1=CC=C(C#C[Si](C(C)C)(C(C)C)C(C)C)C2=NON=C12)(C(C)C)C(C)C",-7.66109335,-2.17119641,0.05251797,0.7561,0.0004,3.61240002161138,2.401086085348,1.21131393626337,"","","","","","",""
"HARDIP","CCCCc1cnc2ccc3c(nc4cccc5c4c3c3cccc4nc6c(ccc7ncc(CCCC)cc67)c5c34)c2c1",-6.64855771,-2.45337848,-0.96899742,0.5954,0.0081,2.66150001592257,1.79515139857682,0.86634861734575,"","","","","","",""
"HARPAU","Cc1ccccc1S(=O)(=O)Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O",-8.48668677,-2.16167243,-0.93770433,0.0002,0.0,2.83730001697429,3.41968224272983,-0.58238222575553,"","","","","","",""
"HASVUV","CCOC(=O)C1=C(O)C(=O)C(=C(O)C1=O)C(=O)OCC",-9.04234325,-2.76658152,-0.91484677,0.0003,0.0002,2.71860001626417,3.03633859047644,-0.31773857421227,"","","","","","",""
"HATTOM","CCOC(=O)c1ccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)c(c1)N(=O)=O",-7.88068922,-2.69202232,-1.65690124,0.1199,0.0233,3.14520001881633,2.54388571969641,0.601314299119919,"","","","","","",""
"HAWDUH","S1c2ccc(Sc3nnc(Sc4ccc(Sc5nnc(Sc6ccc1cc6)nn5)cc4)nn3)cc2",-7.38789104,-2.25800073,-2.24058545,0.0001,0.0061,2.12180001269378,1.82210073798754,0.29969927470624,"","","","","","",""
"HAWFAP","CCOC(=O)c1cc2Sc3nnc(Sc4ccc(Sc5ccc(Sc6nnc(Sc1cc2C(=O)OCC)nn6)cc5)cc4)nn3",-7.79116377,-2.2533748,-1.92466126,0.0,0.0058,2.22280001329802,1.91494054149751,0.307859471800509,"","","","","","",""
"HAWFET","CCOC(=O)c1cc2Sc3nnc(Sc4ccc(Cc5ccc(Sc6nnc(Sc1cc2C(=O)OCC)nn6)cc5)cc4)nn3",-7.74327173,-2.15568592,-1.8920076,0.0029,0.0029,2.10800001261121,2.77166487687045,-0.66366486425924,"","","","","","",""
"HAWFUJ","CCOC(=O)c1cc2Sc3nnc(Sc4ccc(Oc5ccc(Sc6nnc(Sc1cc2C(=O)OCC)nn6)cc5)cc4)nn3",-7.83034816,-2.30888602,-1.98561477,0.0027,0.003,2.17430001300787,1.86765450137772,0.30664551163015,"","","","","","",""
"HAXJOH","OC(=O)c1ccc(NC(=O)c2ccc(NC(=O)c3ccc(NC(=O)c4ccc(cc4)N(=O)=O)cc3)cc2)cc1",-7.90953329,-2.30943025,-1.17008956,0.0027,0.0014,3.53600002115431,3.87397196232144,-0.33797194116713,"","","","","","",""
"HAXQEE","Brc1ccc2C(=O)C(Nc2c1)=C1Nc2ccccc2C1=O",-6.78270984,-2.29201496,-0.64218869,0.3371,0.0,2.64420001581906,1.49052429677214,1.15367571904692,"","","","","","",""
"HAZPEG","O=C1C2=CSC=C2C(=O)C1=Cc1ccc(cc1)C1=CC=C(S1)c1ccc(cc1)N(c1ccccc1)c1ccccc1",-6.45290785,-2.17418967,-0.86994798,1.6845,0.0124,3.11140001861411,2.59683853077181,0.51456148784231,"","","","","","",""
"HEBMOT","N#CC(=Cc1ccc(cc1)C(c1ccccc1)=C(c1ccccc1)C(c1ccccc1)=C(c1ccccc1)c1ccc(cc1)C=C(C#N)C#N)C#N",-7.27251477,-2.15568592,-2.12983511,0.166,0.5283,3.35520002007267,2.9723314263301,0.38286859374257,"","","","","","",""
"HEFDUU","N#Cc1ccc(cc1)C#Cc1c2ccccc2c(C#Cc2ccc(cc2)C#N)c2ccccc12",-6.90216782,-2.18235308,-1.11539467,0.7889,0.0118,3.07490001839576,2.02534148446703,1.04955853392873,"","","","","","",""
"HEFQAN","Cc1[n+]2c(c(C)[n+]3c1C(=C(c1ccccc1)[B-]3(Cl)c1ccccc1)c1ccccc1)C(=C(c1ccccc1)[B-]2(Cl)c1ccccc1)c1ccccc1",-6.97455009999999,-2.51188295,-1.16192614,0.4784,0.0014,2.52180001508681,1.84660459022971,0.675195424857099,"","","","","","",""
"HEGBON","O=C1OC(=NC1=CC1=CC=CO1)c1ccc(cc1)N(=O)=O",-7.62653489,-2.51895791,-1.40029787,0.8634,0.0012,3.4733000207792,2.23112731180148,1.24217270897772,"","","","","","",""
"HEGDON","CCN1C(=O)C(=NNc2ccc(cc2)C(=O)OCCOCCOC)C(=C(C#N)C1=O)C",-7.68449514,-2.41718733,-0.38912281,1.1552,0.0032,3.47120002076664,2.2250665199995,1.24613350076713,"","","","","","",""
"HEGKIQ","Cc1ccccc1C1=C2c3ccccc3c3ccccc3C2=C(C1=O)c1ccccc1C",-6.91931099,-2.28929382,-0.4674916,0.0215,0.0009,2.18660001308145,1.46764523633021,0.71895477675124,"","","","","","",""
"HEHVOH","O=C(c1ccccc1)c1ccc(cc1)C#CC#CC#CC#Cc1ccc(cc1)C(=O)c1ccccc1",-7.50979805,-2.18208097,-1.50152423,0.0,0.9423,2.90900001740324,2.96438651824229,-0.0553865008390497,"","","","","","",""
"HEHXUP","Fc1c(F)c(F)c2C(=O)C(=Cc3ccc4ccccc4c3)C(=O)c2c1F",-7.74027848,-2.35922708,-1.8841163,0.0,0.0,3.29630001972029,2.80586632251906,0.49043369720123,"","","","","","",""
"HEHYAW","O=C1c2ccccc2C(=C(C#N)C#N)C1=Cc1ccc2ccccc2c1",-7.54571707,-2.68440314,-1.95894761,0.5802,0.0133,3.20480001917289,2.42093651861954,0.78386350055334,"","","","","","",""
"HEHYEA","CC1(C)OC(=C(C#N)C#N)C(=C1C=Cc1ccc2ccccc2c1)C#N",-7.71170652,-2.79624193,-1.02314808,1.489,0.0445,3.36130002010916,2.30396076079434,1.05733925931482,"","","","","","",""
"HEJHIN","C=Cc1ccccc1C1CC(C#N)(C#N)C21C1=NSN=C1C(=C(C#N)C#N)C1=NSN=C21",-8.49267327,-3.05611065,-1.68247994,0.094,0.2462,3.87070002315666,2.63978979727304,1.23091022588362,"","","","","","",""
"HEJWIE","CCCCC1=C(C)C2=NC1=CC1=C3C=CC(=CC=C3C(=C1)C=C1N=C(C=C3NC(=C2)C(=C3CC)CC)c2ccccc12)C(C)(C)C",-5.75221469,-2.15486958,-1.56519887,0.0207,0.0259,1.96110001173239,1.28274741239493,0.67835259933746,"","","","","","",""
"HEKMOC","COc1cc(O)c2C(=O)C3=C(CC(C)(O)C(O)C3)C(=O)c2c1",-7.97320793,-2.13282836,0.02285756,0.0005,0.0002,2.85350001707122,2.89828598224466,-0.0447859651734492,"","","","","","",""
"HELVUP","COC1=CC(=O)C=CC1=O",-8.80016193,-2.35269635,0.76872163,0.0,0.0,2.82130001687858,2.81100674362992,0.0102932732486595,"","","","","","",""
"HENWUT","Brc1ccc(CN2CC(OC(=O)c3cc(cc(c3)N(=O)=O)N(=O)=O)C(=Cc3ccccc3)C2=O)cc1",-8.13048974,-2.44902465,-2.24766041,0.0002,0.0006,3.70950002219228,3.39798225159389,0.311517770598379,"","","","","","",""
"HEPJIW","CN(C)c1ccc(C=CC2=CC(CC(C)(C)C2)=C(C#N)C#N)c2ccccc12",-6.85754115,-2.21500674,-0.69089707,1.2034,0.313,3.10210001855848,2.17203207477225,0.930067943786219,"","","","","","",""
"HEPJOC01","COc1ccc(C=CC2=CC(CC(C)(C)C2)=C(C#N)C#N)cc1",-7.1198589,-2.14616194,0.01142878,1.4192,0.1681,3.4046000203682,2.21354209027027,1.19105793009792,"","","","","","",""
"HEPKAP","COc1ccc(C=CC2=CC(CC(C)(C)C2)=C(C#N)C#N)c(C)c1C",-6.99468653,-2.14997153,-0.0059865,1.3315,0.091,3.27740001960722,2.14773992711285,1.12966009249437,"","","","","","",""
"HEPPAT","CC(=O)C(C)=CC=CC=CC1=C(C)C(=O)OC1=O",-7.65891644,-2.57963929999999,-1.2081855,0.0028,1.3244,3.37190002017258,2.21678348324693,1.15511653692564,"","","","","","",""
"HERBAH","Brc1cc(Br)c2N=NN=[N+]([O-])c2c1",-8.68532988,-2.84576665,-1.79731198,0.0012,0.0038,3.01350001802843,2.59966797057554,0.41383204745289,"","","","","","",""
"HESKIA","CCN(CC)c1ccc(C=CC2=CC=C(S2)C=CC2=C(C#N)C(OC2(C)C)=C(C#N)C#N)cc1",-6.43957427,-2.72522021,-1.00355588,1.5881,0.3557,2.4238000145005,1.70493395624241,0.71886605825809,"","","","","","",""
"HESVIK","CC1=CC(C(c2ccccc12)C(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O",-8.38328351,-2.32113114,-2.04221445,0.002,0.0011,3.80800002278157,3.42801491306212,0.37998510971944,"","","","","","",""
"HETKOJ","CCC1=CC=C(N1)C1=C2C=CC(=[N+]2[B-](F)(F)N2N=NN=C12)CC",-7.57075155,-3.10481903,0.84382505,0.7159,0.0187,2.84360001701199,1.56205976269551,1.28154025431647,"","","","","","",""
"HEXWIR","CC(C)(C)c1ccccc1N1C(=O)c2c(c3ccc(Cl)cc3)c3C(=O)N(C(=O)c3c(c3ccc(Cl)cc3)c2C1=O)c1ccccc1C(C)(C)C",-7.89647183,-2.47514758,-1.54832781,0.0203,0.0,3.30930001979806,3.24680967408706,0.0624903457110099,"","","","","","",""
"HEYFID","FC(F)(F)c1ccc2C(=C)C(N(c2c1)S(=O)(=O)c1ccc(cc1)N(=O)=O)C(=Cc1ccccc1)c1ccccc1",-7.71061807,-2.14861096,-1.2239681,0.0066,0.1047,3.74710002241723,3.24149447422676,0.50560554819046,"","","","","","",""
"HEYFOJ","CCC(=Cc1ccccc1)C1N(c2ccccc2C1=C)S(=O)(=O)c1ccc(cc1)N(=O)=O",-7.49564813,-2.14044755,-0.78368789,0.0003,0.0704,3.70940002219168,3.37472141544168,0.334678606750009,"","","","","","",""
"HEYJED","Oc1c(Br)cc(cc1Br)N=CC1=CC=C(S1)N(=O)=O",-7.98409249,-2.47569181,-0.92246595,0.0076,0.7465,3.5713000213655,2.79952824669692,0.77177177466858,"","","","","","",""
"HEZDIC","CC1=CN2C(=C1C)C=C1[N+](=Cc3c(F)c(F)c(F)c(F)c13)[B-]2(F)F",-7.13264825,-2.69583192,-0.50939713,0.672,0.1311,2.81550001684387,1.6082976202855,1.20720239655838,"","","","","","",""
"HEZDOI","Cc1ccc(SC2=C(C)C(=C3C=C4[N+](=C(Sc5ccc(C)cc5)c5c(F)c(F)c(F)c(F)c45)[B-](F)(F)N23)C)cc1",-6.52828339,-2.48385523,-0.31537995,0.9299,0.085,2.48270001485289,1.48123106455279,1.0014689503001,"","","","","","",""
"HEZDUO","CC1=C(SCc2ccccc2)N2C(=C1C)C=C1[N+](=C(SCc3ccccc3)c3c(F)c(F)c(F)c(F)c13)[B-]2(F)F",-6.38841687,-2.48521579999999,-0.42694663,0.7802,0.0948,2.40120001436531,1.31853745868221,1.0826625556831,"","","","","","",""
"HEZFAW","CC1=C2C=C3[N+](=C(Nc4ccccc4)c4c(F)c(F)c(F)c(F)c34)[B-](F)(F)N2C(=C1C)C1=C(C)C(=C2C=C3[N+](=C(Nc4ccccc4)c4c(F)c(F)c(F)c(F)c34)[B-](F)(F)N12)C",-6.31984418,-2.21119715,-2.09854202,0.998,0.0452,2.42660001451727,2.16567331832437,0.26092669619289,"","","","","","",""
"HIBPUG","FC(F)(F)c1ccc2nc3c(Nc4ccccc4)cccc3nc2c1",-6.78815211,-2.21555097,-0.53116624,0.1232,0.0015,2.68600001606914,1.99823105366514,0.687768962404,"","","","","","",""
"HIBXIZ","Cc1cc(C)c2C(=O)C(Oc2c1)=Cc1ccc(cc1)N(=O)=O",-7.89483914,-2.20248951,-1.02233174,0.0002,0.0029,3.36220002011454,2.67296292467847,0.689237095436069,"","","","","","",""
"HICCED","CCC1=C2C(=O)c3ccccc3C(=C2C2=C1C(=O)c1ccccc1C2=O)O",-7.71197864,-3.12087375,-1.64356766,0.1129,0.0041,2.61410001563899,1.49395456396418,1.12014545167481,"","","","","","",""
"HICFOR","CC(C)(C)c1cc2ccc3cc(cc4c3c2c(c1)C1=C(c2ccccc2)C2=CC3=NSN=C3C=C2C(=C41)c1ccccc1)C(C)(C)C",-6.49399704,-2.13310047,-0.73008146,0.0734,0.2602,2.65350001587471,1.66595827309529,0.98754174277942,"","","","","","",""
"HICFUX","CC(C)(C)c1cc2ccc3cc(cc4c3c2c(c1)C1=C(c2ccccc2)C2=CC3=N[Se]N=C3C=C2C(=C41)c1ccccc1)C(C)(C)C",-6.33317776,-2.31106293,-0.6778356,0.0589,0.2925,2.293000013718,2.69082747107143,-0.39782745735343,"","","","","","",""
"HICLUD","Cc1ccc(cc1)C1=CC(=C2N=C3[N+](=C(C=C3c3ccc(C)cc3)c3ccc(C)cc3)[B-](O)(N12)c1ccccc1)c1ccc(C)cc1",-6.29916353,-2.66753208,0.11102245,0.6967,0.0228,2.15730001290616,1.02493994758389,1.13236006532226,"","","","","","",""
"HICWOG","Cc1ccc2c(c1)C(=O)C(=C2c1ccccc1)C#N",-7.95579265,-2.36657416,-0.46531468,0.0013,0.0482,3.01980001806612,2.41885408575003,0.60094593231609,"","","","","","",""
"HIFDAC","O=C1c2ccccc2C2=C(c3ccccc3)C(=O)c3cccc1c23",-7.67116156,-2.38072408,-1.37852877,0.0057,0.0993,2.84440001701678,2.11302470330731,0.731375313709469,"","","","","","",""
"HIFDUW","CC1COC2=C(C)C(=O)C(=C3C(C)CC(=O)C1=C23)O",-7.83361353,-2.30507643,0.52409128,0.0006,0.001,3.10450001857284,2.7433351039024,0.361164914670439,"","","","","","",""
"HIFHUB","COc1ccc(cc1)C(=O)C1=CC=C(N1)C(=C1C=C(C=N1)C(=O)c1ccc(OC)cc1)c1c(F)c(F)c(F)c(F)c1F",-7.50544422,-2.5619519,-0.77443602,1.0879,0.0029,3.197800019131,2.04727576562538,1.15052425350562,"","","","","","",""
"HIFRUL","CNC1=CC(=O)c2ccncc2C1=O",-7.80286466,-2.21881634,-0.48164152,0.0001,0.0661,3.0324000181415,2.26288122941211,0.76951878872939,"","","","","","",""
"HIFSAS","CNC1=C(Br)C(=O)c2ccncc2C1=O",-7.55660163,-2.4381401,-0.69633934,0.0567,0.0013,2.9866000178675,2.07488933495547,0.91171068291203,"","","","","","",""
"HIFSEW","CNC1=C(Cl)C(=O)c2ccncc2C1=O",-7.55388049,-2.39405766,-0.68218942,0.063,0.0007,3.00970001800569,2.03130431527936,0.97839570272633,"","","","","","",""
"HIJBAD","O=C1Nc2cc(cc(c2NC1=O)N(=O)=O)N(=O)=O",-8.85376835,-2.75977867,-2.18398576,0.0005,0.0024,3.86060002309625,3.27909105717887,0.58150896591738,"","","","","","",""
"HIKWUU","Fc1ccc2N(CN3CCOCC3)C(=O)C(=NNC(=S)NCC=C)c2c1",-6.4754933,-2.1867069,-1.35866446,0.0001,0.1477,2.72630001631024,2.71631882447775,0.00998119183247992,"","","","","","",""
