"ID","SMILES","HOMO","LUMO","LUMO+1","f(S1)","f(S2)","E(S1)","E(T1)","dS1T1","EHOMO","ELUMO","ΔELL+1","fmax","ΔES1T1","consensus Log Po/w","λ"
"UGIVOX","CN1C(=O)C(=CC(=O)c2ccccc2c2ccc(Cl)cc2)c2cc(F)ccc12",-7.43551096,-2.13146779,-0.51647209,0.0609,0.0176,3.14780001883188,2.4508010137185,0.69699900511337,"","","","","","",""
"UGIYIU","Oc1ccc(Br)cc1C=C1C(=O)c2ccccc2C1=O",-7.85402207,-2.25092577,-1.38805275,0.0005,0.0,3.22170001927399,2.7792642003786,0.442435818895389,"","","","","","",""
"UGOFUR","O=C1OC(=NC1=Cc1ccccc1N(=O)=O)c1ccccc1",-7.89647183,-2.35296847,-1.3319973,0.138,0.719,3.65750002188119,2.45428842482118,1.20321159706001,"","","","","","",""
"UGOMIM","O=C1N(CCc2ccncc2)C(=O)c2ccc3c4ccc5C(=O)N(CCc6ccncc6)C(=O)c6ccc(c7ccc1c2c37)c4c56",-7.46190601,-3.25502588,-1.36301828,0.9086,0.0,2.73480001636109,1.76284577013437,0.97195424622671,"","","","","","",""
"UGOQEM","OC(c1ccc(cc1)C#N)=C1C=C(C=C1C(=O)c1ccc(cc1)C#N)C1(CCCCC1)c1ccccc1",-7.64912034,-2.41419408,-1.37199803,0.1498,0.0056,3.03180001813791,2.05894482386798,0.97285519426993,"","","","","","",""
"UGOQUD","O=C1CC2(CC(N(O2)c2ccccc2)C(=O)c2ccc(cc2)N(=O)=O)C(=O)O1",-8.12559169,-2.30616488,-0.53198258,0.0055,0.0003,3.66380002191887,3.51320042607205,0.15059959584682,"","","","","","",""
"UGUNOB","CCC1=CC(=C(S1)N=Cc1ccc(cc1)N(=O)=O)C(=O)c1ccccc1Cl",-7.68503937,-2.35977131,-1.02967881,0.1573,0.5204,3.46690002074091,2.52061971337383,0.946280307367089,"","","","","","",""
"UHAJIW","O=C1SC2=C(S1)SC1=C(S2)C(=O)c2ccccc2C1=O",-7.48449146,-2.85284161,-0.81443675,0.0085,0.0001,2.47200001478887,2.07897485229959,0.39302516248928,"","","","","","",""
"UHAJOC","CC1=C(C)C(=O)C2=C(SC3=C(SC(=O)S3)S2)C1=O",-7.60612635,-2.87515494,-0.32925776,0.0046,0.0,2.5338000151586,2.16582352516527,0.36797648999333,"","","","","","",""
"UHAJUI","O=C1N(C(=O)C2=C1SC1=C(SC(=S)S1)S2)c1ccccc1",-7.13509727,-2.35977131,-1.36818844,0.0035,0.0,2.37190001419002,2.00550438476307,0.366395629426949,"","","","","","",""
"UHAKAP","O=C1SC2=C(S1)SC1=C(S2)C(=O)N(C1=O)c1ccccc1",-7.33863843,-2.27922561,-0.32136646,0.0044,0.0002,2.53810001518432,2.15457052899294,0.383529486191379,"","","","","","",""
"UHAKET","CC1=C(C)C(=O)C2=C(SC3=C(S2)C(=O)C(=C(C)C3=O)C)C1=O",-6.90434473,-2.9116182,-2.41228928,0.0,0.0131,1.52750000913835,1.33626077800775,0.1912392311306,"","","","","","",""
"UHALUK","NC1=NON=C1N=NC1=NON=C1N",-8.44478124,-2.54725775,-0.11700896,0.0,0.2586,2.88930001728539,2.8427888250294,0.0465111922559899,"","","","","","",""
"UHAMEV","O=N(=O)C1=NON=C1NNC1=NON=C1N(=O)=O",-9.50058298,-2.61719101,-2.60358532,0.0001,0.0001,3.79660002271337,4.13167058159254,-0.335070558879169,"","","","","","",""
"UHAQIE","CCN1C(C2N(CC)C(=C(N=C2c2ccccc2)C#N)C#N)C(=NC(=C1C#N)C#N)c1ccccc1",-7.47006942,-2.27051797,-1.65962237,0.2324,0.0,3.07200001837841,2.67703646902224,0.39496354935617,"","","","","","",""
"UHEZOW","Clc1ccccc1C=C1SC(=O)NC1=S",-7.67578749,-2.22861244,0.03891228,0.0005,0.4539,2.58340001545533,2.42655376483984,0.156846250615489,"","","","","","",""
"UHINII","CCOC1=C(C)C(=O)C2=C(C1=O)C1=CN=C(C)N1C=C2",-6.91577351,-2.56712207,-0.61225616,0.0222,0.0011,2.14670001284275,1.56515886733793,0.58154114550482,"","","","","","",""
"UHOXOF","Oc1ccc(cc1)C=CC1=CC(CCC1)=C(C#N)C#N",-7.29618867,-2.25527959,-0.15510489,1.4416,0.1265,3.47030002076125,2.20605278239162,1.26424723836964,"","","","","","",""
"UHOYEX","C1CC1C1=NON=C1N=NC1=NON=C1C1CC1",-9.34493385,-2.4144662,-0.54749307,0.0,0.4141,2.56650001535423,2.13605277328639,0.43044724206784,"","","","","","",""
"UHUBII","Cc1ccc(cc1)N1C(=CC=C1C1=CC=C(S1)C(C#N)=C(C#N)C#N)C1=CC=CS1",-6.5756312,-2.715152,-0.81688578,0.9873,0.06,2.51300001503416,1.56041265756039,0.95258735747376,"","","","","","",""
"UHUBOO","CCCc1ccc(cc1)N1C(=CC=C1C1=CC=C(S1)C(C#N)=C(C#N)C#N)C1=CC=CS1",-6.56719567,-2.66970899,-0.78613691,0.9876,0.0598,2.53640001517415,1.59656053357581,0.939839481598339,"","","","","","",""
"UHUBUU","Fc1ccc(cc1)N1C(=CC=C1C1=CC=C(S1)C(C#N)=C(C#N)C#N)C1=CC=CS1",-6.65889804,-2.84331762,-0.99838572,0.9507,0.0529,2.48670001487681,1.55302286172867,0.93367715314814,"","","","","","",""
"UHUCAB","Brc1ccc(cc1)N1C(=CC=C1C1=CC=C(S1)C(C#N)=C(C#N)C#N)C1=CC=CS1",-6.66624511,-2.84304551,-1.04927101,1.0326,0.0333,2.4819000148481,1.47208069209144,1.00981932275666,"","","","","","",""
"UHUMER","COCC(COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)(C=CC)c1ccccc1",-8.3694057,-2.30725334,-2.05582014,0.0001,0.0013,3.72780002230177,3.5478402471258,0.179959775175969,"","","","","","",""
"UHURAR","CC1=C(Sc2ccc3ccccc3c2)C(=O)c2ccccc2C1=O",-7.22543907,-2.31323984,-0.59266397,0.0065,0.0384,2.90550001738231,2.65207981933868,0.25342019804363,"","","","","","",""
"UJEBIW","CCCCCCCC1=NN=C2N=C3c4ccccc4c4ccccc4C3=NN12",-7.68612782,-2.24221813,-0.69824414,0.043,0.0006,3.28100001962876,2.37626903006603,0.90473098956273,"","","","","","",""
"UJIRUC","O=C1C(=O)C2=C(SC=C2)C2=C1C=CS2",-7.73374775,-2.39541823,-0.32191069,0.0001,0.1133,2.32850001393037,2.17559214028423,0.152907873646139,"","","","","","",""
"UJUYAA","CC(N1C=CC(=N1)c1ccccc1)(N1C=CC(=N1)c1ccccc1)C1=CC(=O)C=CC1=O",-7.57265635,-2.63079671,0.02231334,0.0,0.0,2.63790001578138,2.30183827276579,0.336061743015579,"","","","","","",""
"UKAHIZ","COc1ccc(cc1)C(C1=CC=C(N1)C1=CC=CS1)=C1C=CC(=N1)C1=CC=C(S1)C1=CC=C(N1)C(c1ccc(OC)cc1)=C1C=CC(=N1)C1=CC=CS1",-5.80391632,-2.1690195,-1.68302417,1.2659,0.0412,2.20060001316521,1.76415028392909,0.43644972923612,"","","","","","",""
"UKATOR","Fc1cc(F)cc(c1)C1=C2C(=O)N(Cc3ccccc3)C(=C2C(=O)N1Cc1ccccc1)c1cc(F)cc(F)c1",-6.97482222,-2.2160952,-0.47075696,0.4826,0.0,2.96410001773289,1.63975779100124,1.32434222673165,"","","","","","",""
"UKATUX","Fc1cc(F)cc(c1)C1=C2C(=O)N(Cc3c(F)c(F)c(F)c(F)c3F)C(=C2C(=O)N1Cc1c(F)c(F)c(F)c(F)c1F)c1cc(F)cc(F)c1",-7.32476063,-2.6229054,-0.83729432,0.4917,0.0,2.92440001749538,1.64042501416606,1.28397500332932,"","","","","","",""
"UKAVAF","FC(F)(F)c1ccc(cc1)C1=C2C(=O)N(Cc3ccccc3)C(=C2C(=O)N1Cc1ccccc1)c1ccc(cc1)C(F)(F)F",-7.03006133,-2.14942731,-0.65552227,0.4496,0.0,3.04610001822345,1.72049614736055,1.32560387086291,"","","","","","",""
"UKAVEJ","Fc1c(F)c(F)c(CN2C(=O)C3=C(N(Cc4c(F)c(F)c(F)c(F)c4F)C(=O)C3=C2c2ccc(cc2)C(F)(F)F)c2ccc(cc2)C(F)(F)F)c(F)c1F",-7.29890981,-2.60821126,-1.01552889,0.5178,0.0001,2.91680001744991,1.62440621601579,1.29239380143412,"","","","","","",""
"UKEVOX","CCCCCCCCCCCCOc1cc(ccc1NN=CC1=C(C#N)C(OC1(C)C)=C(C#N)C#N)N(=O)=O",-7.83524621,-2.87569917,-1.61581204,1.3689,0.0049,3.29280001969935,2.22838440418423,1.06441561551512,"","","","","","",""
"UKIKUW","CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4nccnc4cc3nc12)(C(C)C)C(C)C",-7.24611972,-2.75787387,-1.12709557,0.2319,0.0019,2.77880001662432,1.90971405077955,0.86908596584477,"","","","","","",""
"UKIMIM","CC1CC(COC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)C(O1)c1ccccc1",-8.30437049,-2.35623383,-2.18480211,0.0001,0.0002,3.66780002194281,3.41215366882945,0.255646353113359,"","","","","","",""
"UKONIT","O=C1N2CCN(C(=O)C2=C(C1=O)C(=O)c1ccccc1)c1ccccc1",-8.40124302,-2.36983952,-0.49932892,0.0003,0.0854,2.43530001456931,2.39093297335333,0.0443670412159704,"","","","","","",""
"UKORUJ","COC1=CC(=O)C2=C(CC3(C)OC3CCC3(C)OC3C2=O)C1=O",-8.87009518,-2.70481167,-0.61443307,0.0,0.0,2.62150001568327,2.75729862613664,-0.13579861045337,"","","","","","",""
"UKOYIE","COc1cc(C=CC(O)=CC(=O)C(F)(F)F)ccc1F",-7.75415628,-2.14861096,0.01414992,0.0005,1.0227,2.85220001706344,2.46991918862835,0.38228082843509,"","","","","","",""
"UKUPAS","Fc1c(F)c(F)c(C=Cc2cnc(C=Cc3c(F)c(F)c(F)c(F)c3F)cn2)c(F)c1F",-7.7073527,-2.19078861,-0.9469562,0.7784,0.9582,3.67170002196614,2.86429379214915,0.807406229816991,"","","","","","",""
"ULADIV","CC1(Cl)C(=NC(=O)c2ccccc2)C(=C(Cl)C(=O)C1(Cl)Cl)CCl",-8.69675866,-2.50535222,-0.66885584,0.0005,0.0003,3.55530002126977,3.07842834452416,0.47687167674562,"","","","","","",""
"ULAQOP","F[B-]1(F)N2C=CC=C2C(=C2C=CC(=[N+]12)C1=CC=CN1)C1=CC=CO1",-6.53182087,-2.50453588,0.58994283,0.6911,0.3839,2.58210001544755,1.49742374344606,1.08467627200148,"","","","","","",""
"ULEGEX","CCN(CC)C(=O)C=C(C)c1ccc2OC(=C(NC(=O)C(C#N)=C(C)O)c2c1)C(=O)c1ccc(cc1)C#N",-7.77075523,-2.1355495,-1.09090443,0.0656,0.4435,3.58390002144087,2.75801591824635,0.825884103194519,"","","","","","",""
"ULEXAM","CC1=CC(=O)C=C(C)C1=NC(N)=O",-8.76614769,-2.21310195,0.71212195,0.0001,0.0041,2.85760001709575,3.12692733215896,-0.26932731506321,"","","","","","",""
"ULIHUT","COc1cccc(c1O)c1nc2cccc3C(=O)C=Cc(n1)c23",-7.28475989,-2.61229296,-0.78042252,0.0002,0.0067,2.81600001684687,2.55092067907637,0.26507933777049,"","","","","","",""
"ULIWES","Cc1cccc(C)[n+]1CCOCCO[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F",-7.58816684,-2.40031628,-1.48084357,0.0,0.0004,4.10770002457454,4.09809744681892,0.00960257775561057,"","","","","","",""
"ULOGOT","OC1C(CC2=C(C#N)C(=O)Oc3ccc(Cl)cc23)C=Cc2ccccc12",-7.79061954,-2.26806894,-0.52381916,0.0532,0.1372,3.98590002384586,3.08027382066207,0.90562620318379,"","","","","","",""
"ULUHUE","CC(=O)OC(CC(O)=O)CC1=CC(=O)c2c(O)cccc2C1=O",-8.25021983,-2.14725039,-0.15700969,0.0001,0.0002,2.6825000160482,2.8950872839344,-0.212587267886199,"","","","","","",""
"UMENAC","Brc1ccc2c(c1)N(Cc1ccccc1)C(=O)C2=CC(=O)c1ccccc1",-7.57510537,-2.22289804,-0.30503963,0.0042,0.1637,3.10580001858062,2.45356405776429,0.65223596081632,"","","","","","",""
"UMIJOP","OC1CCC(OC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)C2CCC1O2",-9.09622179,-2.24874886,-2.0726912,0.0,0.0018,3.77880002260688,3.5330590227656,0.24574099984128,"","","","","","",""
"UMINUB","N1C(=CC(=C1N=C1N=C(C=C1c1cccc2ccccc12)C1=CC=CS1)c1cccc2ccccc12)C1=CC=CS1",-6.22650913,-2.38426156,-0.48463477,0.6399,0.076,2.34660001403866,1.35850091512302,0.98809909891564,"","","","","","",""
"UMIXEU","O=C1c2ccccc2C(=O)c2c3NC(=Nc3ccc12)c1ccccc1",-7.65810009,-2.20221739,-0.60871868,0.0001,0.0001,3.20180001915494,2.89747236182971,0.30432765732523,"","","","","","",""
"UMOLUF","O=C1ON=C(c2ccccc2)C1=Cc1ccc(cc1)c1ccccc1",-7.69918929,-2.2356874,-0.1670779,0.9836,0.0016,3.69750002212049,2.52796515464675,1.16953486747373,"","","","","","",""
"UMOMAL","OC1=C(C2CCC(CC2)c2ccc(Cl)cc2)C(=O)c2ccccc2C1=O",-8.05620266,-2.21881634,-0.37851037,0.0001,0.0003,3.00280001796441,2.73107229322794,0.271727724736469,"","","","","","",""
"UMUKUK","O=C1ON=C(c2ccccc2)C1=Cc1ccc2c(Cc3ccccc23)c1",-7.49673658,-2.14616194,-0.12490026,0.9689,0.0005,3.60960002159463,2.4889818523119702,1.12061816928265,"","","","","","",""
"UMUXOR","CC(=O)OCCN(CCC#N)c1ccc(cc1)N=NC1=C(C#N)C(=C(S1)C=Nc1cccc(C)c1C)Cl",-6.97754335,-2.37174432,-0.73389105,0.0048,1.3385,2.50210001496895,2.04369447523479,0.45840553973416,"","","","","","",""
"UMUYAE","CCOC(=O)C(=CC1=C(Cl)C(=C(S1)N=Nc1ccc(cc1)N(C)C)C#N)C#N",-6.87658912,-2.56793841,-1.18396736,0.0146,1.2477,2.51680001505689,1.82389097501637,0.69290904004051,"","","","","","",""
"UNAGAS","Clc1cccc(Cl)c1SC1CCCCC1NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-7.92694858,-2.19405398,-1.89717777,0.0,0.0011,3.71680002223596,4.14588009473551,-0.42908007249955,"","","","","","",""
"UNALOL","CCCCCC(C)N1C(=O)c2ccc3C(=O)N(C(C)CCCCC)C(=O)c4ccc(C1=O)c2c34",-8.38627676,-2.71297509,-0.76763317,0.4297,0.015,3.81110002280011,2.6863114696208,1.12478855317931,"","","","","","",""
"UNANAZ","CCCCN1C(=O)c2ccc3C(=O)N(CCCC)C(=O)c4ccc(C1=O)c2c34",-8.46410132,-2.79651404,-0.8212396,0.4043,0.0,3.8178000228402,2.68632698010712,1.13147304273308,"","","","","","",""
"UNANED01","CCCCCCCCCCCCN1C(=O)c2ccc3C(=O)N(CCCCCCCCCCCC)C(=O)c4ccc(C1=O)c2c34",-8.44859083,-2.76739786,-0.80001472,0.4466,0.0,3.83100002291916,2.69909211293662,1.13190790998253,"","","","","","",""
"UNEVEO","CC(C)(C)C1=CC(C=C(C1=O)C(C)(C)C)=C(C#N)C(C#N)=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C",-7.9941607,-3.29638718,-2.2691574,0.0004,0.0005,2.60420001557977,1.8700112794225,0.73418873615726,"","","","","","",""
"UNEVIS","CC(C)(C)C1=CC(C=C(C1=O)C(C)(C)C)=Nc1ccc(cc1)N=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C",-7.34272014,-2.37174432,-2.09119494,0.2533,0.0003,2.66070001591778,2.56384962445011,0.0968503914676697,"","","","","","",""
"UNEXAO","CCc1cccc2c1Nc1c2cc(C(C)=O)c2C(=O)C=CC(=O)c12",-7.44122536,-2.57283646,-0.44517826,0.0022,0.0775,2.95520001767964,2.51334937550897,0.441850642170659,"","","","","","",""
"UNEXES","Cc1cc(C)c(c(C)c1)c1cc2C(=O)C=CC(=O)c2c2Nc3ccccc3c12",-7.36176811,-2.35677806,-0.31782898,0.001,0.0976,2.92020001747025,2.60116350831491,0.319036509155339,"","","","","","",""
"UNIHIJ","CC(C)[Si](C#Cc1c2cc3cccnc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cccnc3cc12)(C(C)C)C(C)C",-6.21344766,-2.48576002,-0.61552153,0.2472,0.0392,2.1894000130982,1.19618364272471,0.99321637037349,"","","","","","",""
"UPAHAV","O=N(=O)c1cc(c(Nc2ccc(cc2)N=Nc2ccccc2)c(c1)N(=O)=O)N(=O)=O",-7.74871401,-2.6327015,-2.44467083,0.0005,0.1076,2.52320001509518,2.13357694542883,0.38962306966635,"","","","","","",""
"UPASAG","Cc1ccc(cc1)[N+]1=NOC(=C1C1=NN2C(=NN=C2SC1)CNc1ccccc1)[O-]",-6.81835675,-2.18208097,-0.66667893,0.0017,0.1929,3.45280002065656,2.04510375286151,1.40769626779504,"","","","","","",""
"UPEQAJ","O=C(OCc1ccncc1)C1(C(=O)OCc2ccncc2)C23C4=C5C6=C7C8=C9C%10=C%11C%12=C%13C%14=C%10C8=C8C%10=C%14C%14=C%15C%16=C%17C(=C%13%14)C%13=C%12C%12=C%14C%18=C%13C%17=C%13C%17=C%18C%18=C(C4=C4C(=C%14%18)C(=C%11%12)C9=C64)C2=C%17C2=C4C6=C(C%15=C%10C9=C6C(=C5C7=C89)C134)C%16=C%132",-7.20258151,-3.04577033,-2.858556,0.0011,0.0,2.26720001356365,2.13280713533833,0.13439287822532,"","","","","","",""
"UPIZIE","COc1ccc(OCC2CC(C)C(OC(=O)c3cc(cc(c3)N(=O)=O)N(=O)=O)C(COCc3ccccc3)O[Si](O2)(C(C)C)C(C)C)cc1",-7.12802231,-2.32085903,-2.13582161,0.0001,0.0,3.67320002197512,4.19828378007046,-0.525083758095349,"","","","","","",""
"UPOCEJ","OCC1OC(C(O)C1O)N1C(=O)NC(=O)C(=NNc2ccc(cc2)N(=O)=O)C1=O",-8.52342214,-2.51923003,-1.33580689,0.0308,0.7109,3.75350002245552,2.74292557255425,1.01057444990126,"","","","","","",""
"UPOMAP","Fc1c(F)c(F)c(C=CC2=CC=C(O2)C=C(C#N)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F",-7.43932056,-2.23514317,-1.04899889,0.8655,0.2555,3.38880002027368,2.39853583434124,0.990264185932439,"","","","","","",""
"UQABAQ","FC(F)(F)c1ccc(cc1)C=C1OC(=O)C=C1Br",-8.10872063,-2.27323911,-0.01142878,0.81,0.0003,4.07420002437412,2.62153367905724,1.45266634531687,"","","","","","",""
"UQEQEO","O=C1c2cccc3Sc4ccc(Sc5cccc6C(=O)c7cccc(c8cccc1c8C(=O)c23)c7C(=O)c56)cc4",-6.81862887,-2.18480211,-2.06969795,0.0099,0.0124,2.67270001598956,2.56606191005868,0.106638105930888,"","","","","","",""
"UQEVIW","CC1=CC(=O)NC2=C1C(=O)c1ccccc1C2=O",-7.8488519,-2.6011363,-1.04872678,0.002,0.0336,3.13940001878162,2.33361763302152,0.805782385760109,"","","","","","",""
"UQIVAT","CCOC(=O)C=CC1=C2[N+](=C(C)C=C2C)[B-](F)(F)N2C(=CC(=C12)C)C",-6.82733651,-2.28820537,-0.39619777,0.473,0.0252,2.8661000171466,1.64379024614883,1.22230977099777,"","","","","","",""
"UQOJEQ","Cc1cc(O)c2C(=O)C(=CC(=O)c2c1)Br",-8.4164814,-2.34017911,-0.41551785,0.0003,0.0,2.85800001709814,3.19554206406656,-0.337542046968419,"","","","","","",""
"UQOJIU","Cc1cc(O)c2C(=O)C3=C(OC4=C3C(=O)Oc3c(C)cccc43)C(=O)c2c1",-7.89184589,-2.28630057,-1.1787972,0.0002,0.0001,2.73500001636228,2.92897743133238,-0.19397741497009,"","","","","","",""
"UQOJOA","Cc1cc(OCc2ccccc2)c2C(=O)C=C(Br)C(=O)c2c1",-8.13321088,-2.3910644,-0.27293019,0.0003,0.0007,2.8486000170419,"","","","","","","","",""
"URADUO","CC(C)c1cccc(C(C)C)c1N1B(N(N=C1C(C)(C)C)c1ccccc1)C1=Nc2c(F)cccc2C1=Nc1c(F)cccc1F",-7.13536939,-2.16847527,-0.10911765,0.0024,0.0439,2.88770001727581,2.77092581566019,0.116774201615629,"","","","","","",""
"URALIJ","Clc1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)N1CCCCC1",-8.76641981,-2.33310415,-1.86751736,0.0041,0.0,3.71580002222998,3.98919503482804,-0.27339501259806,"","","","","","",""
"URATEN","CCOC(=O)c1ccccc1NC(=S)NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-7.60639846,-2.449841,-2.25419114,0.0044,0.0001,3.31920001985729,3.21465642939185,0.104543590465439,"","","","","","",""
"URAYAO","CC(=O)C1=C(C)Oc2c1cc(O)c1C(=O)c3ccccc3C(=O)c21",-8.07633908,-2.1886117,-0.72708821,0.0034,0.0004,2.9635000177293,"","","","","","","","",""
"URAYUI","O=C(NC(=S)NC1CCCCC1)c1cc(cc(c1)N(=O)=O)N(=O)=O",-7.50027406,-2.55079523,-2.29255919,0.0004,0.0003,3.49180002088988,3.48377729964845,0.0080227212414301,"","","","","","",""
"URECIE","CCCN(CCC)C(=S)NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-7.32557697,-2.37473757,-2.10126315,0.0021,0.0029,3.1638000189276,3.03949864862023,0.12430137030737,"","","","","","",""
"UREWIY","Clc1ccc(OCC2=NN=C3SC(=Cc4ccc(Cl)cc4)C(=NN23)C2=CC(=CS2)N(=O)=O)cc1",-7.84368174,-2.22806821,-1.59975733,0.1132,0.0,3.80210002274627,3.06899606213754,0.733103960608721,"","","","","","",""
"URIBIH","Brc1ccc(cc1)C1=C(C(=O)N(c2ccccc2)C1=O)c1ccc(Br)cc1",-7.82925971,-2.18099251,-0.11891375,0.1088,0.0009,3.47160002076904,2.86190163928193,0.609698381487109,"","","","","","",""
"URIDAC","CC(C)[Si](C#Cc1c2Nc3ccccc3Nc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(F)c(F)c(F)c(F)c3nc12)(C(C)C)C(C)C",-6.53944006,-2.14833885,-0.55728917,0.5304,0.1969,2.85510001708079,1.90522934240633,0.949870674674459,"","","","","","",""
"UROJIV","CC(C)(C)c1cc2C=C(C(=O)c3cc(cc(c1O)c23)C#N)C(C)(C)C",-7.29101851,-2.39324132,-0.74096601,0.0002,0.2589,2.86370001713223,1.86033382244462,1.00336619468762,"","","","","","",""
"URUNUS","FC(F)(F)c1cc(c2ccc(cc2n1)N(c1ccc(cc1)N(=O)=O)c1ccc2c(c1)nc(cc2C(F)(F)F)C(F)(F)F)C(F)(F)F",-7.69973351,-2.22262593,-2.17500601,0.1624,0.2465,3.59740002152164,3.08580181352427,0.51159820799737,"","","","","","",""
"URUPAA","FC(F)(F)c1cc(c2ccc3N(c4ccc(cc4)N(=O)=O)c4ccc5c(nc(cc5C(F)(F)F)C(F)(F)F)c4c3c2n1)C(F)(F)F",-7.92449955,-2.17473389,-2.03051355,0.0048,0.2939,3.76130002250218,3.72121731485781,0.040082707644371,"","","","","","",""
"URUPUU","FC(F)(F)c1cc(c2ccc(cc2n1)N1c2ccc3c(cc(nc3c2c2c1ccc1c(cc(nc21)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F",-7.86354605,-2.38943172,-2.00711176,0.2417,0.3302,3.89030002327392,3.68078174090474,0.209518282369189,"","","","","","",""
"URURIK","CCCCCCCCN1C(=O)c2ccc3C(=O)N(CCCCCCCC)C(=O)c4c5C=CSc5c(C1=O)c2c34",-7.56340447,-2.91025763,-0.90749969,0.1665,0.0978,2.80200001676312,2.03963426447099,0.76236575229213,"","","","","","",""
"USALUX","CC(C)(C)OC(=O)N1c2ccccc2C=C1C1=CC=C(C=O)C2=NSN=C12",-7.30326363,-2.25881707,-0.61116771,0.3379,0.0014,3.31730001984593,2.49237184664694,0.82492817319899,"","","","","","",""
"USAMAE","CC(C)(C)OC(=O)N1c2ccccc2C=C1C1=CC=C(C#N)C2=NSN=C12",-7.41455819999999,-2.33419261,-0.58531689,0.2866,0.0448,3.36660002014087,2.64076940713857,0.7258306130023,"","","","","","",""
"USANIN","CC(C)(C)OC(=O)N1c2ccccc2C=C1C1=CC=C(C=C(C#N)C#N)C2=NSN=C12",-7.35687006,-2.74916623,-1.32873193,0.7194,0.0785,3.01140001801585,2.18761086483297,0.823789153182889,"","","","","","",""
"USAPEL","CC1=C(N(C(=O)OC(C)(C)C)c2ccccc12)C1=CC=C(C#N)C2=NSN=C12",-7.3084338,-2.2947361,-0.49878469,0.2708,0.0536,3.26540001953543,2.58782829696492,0.67757172257051,"","","","","","",""
"USEFUV","O=C1C2=C(C(c3ccccc3)c3c(O2)c2ccccc2c2nc4ccccc4nc32)C(=O)c2ccccc12",-7.42789178,-2.28303521,-1.69717409,0.0003,0.0529,3.06240001832097,2.967491337277,0.0949086810439605,"","","","","","",""
"USIXIE","O=S(=O)([O-])c1c[nH+]ccc1CCCc1cc[nH+]cc1S(=O)(=O)[O-]",-7.48639625,-2.38426156,-1.92574972,0.0001,0.001,3.3821000202336,3.30080059949347,0.0812994207401298,"","","","","","",""
"USOTUS","Fc1ccc(cc1)c1nc2cc(ccc2nc1C1=Nc2ccccc2N1)N(=O)=O",-7.84259329,-2.37473757,-1.46995902,0.048,0.6007,3.56990002135712,3.17411364257707,0.39578637878005,"","","","","","",""
"USUMAX","Cc1ccc(cc1)C(=O)C=C1C(=C2N=CCC=CN2C1(O)c1ccc(C)cc1)N(=O)=O",-6.80339049,-2.79243233,-0.80872236,0.1267,0.0704,2.06150001233304,1.28985611462811,0.77164389770493,"","","","","","",""
"USUSOS","O=C(C=Cc1ccc(cc1)N(=O)=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1",-8.12314267,-2.15541381,-0.98124254,0.0004,0.0005,3.39430002030658,3.12695848919636,0.267341531110219,"","","","","","",""
"UTAKUX","Cc1nc2C(=O)c3nc(C)c(C)nc3C(=O)c2nc1C",-8.68587411,-2.15160422,-1.5913218,0.0,0.0,2.97120001777536,3.30013821996275,-0.32893820218739,"","","","","","",""
"UTEFEF","Clc1c2ccccc2c(Cl)c2nc3c(Cl)c4ccccc4c(Cl)c3nc12",-6.67223161,-3.12005741,-1.02831824,0.0765,0.0,1.9320000115583,1.02602976355038,0.90597024800792,"","","","","","",""
"UTOBOV","CCOC(=O)C1=C(C)N(Cc2ccc(Cl)cc2Cl)C(=NC(C)=O)C21C(=O)C(=C(Cl)C(=C2C#N)OC(C)=O)Cl",-7.97919444,-2.15759072,-1.05199215,0.0103,0.0588,3.53200002113038,2.61022925336658,0.9217707677638,"","","","","","",""
"UTOKIY","CC1OC=CC(=[Se])C1=O",-7.05183044,-2.6639946,0.11945798,0.0,0.0032,1.04580000625656,0.692263622197016,0.353536384059543,"","","","","","",""
